Change Number,Opened At,Planned Start,Planned End,Actual Start,Actual End,Change Type,Risk,Priority,State,Category,Assignment Group,Assigned To,Location,Department,CI Name,Short Description,Conflict Status,Approval Status,On Hold Reason,Month Year,Quarter
CHG0001233,2025-07-18 09:36:17,2025-08-09 09:36:17,2025-08-09 11:36:17,2025-08-09 09:09:17,2025-08-09 17:09:17,Standard,High,4 - Low,Closed,Access Management,L1 Support,Amit Desai,Delhi NCR,Finance,VPN Gateway,Storage expansion,No Conflict,Approved,Awaiting approval,Jul-2025,Q3-2025
CHG0001234,2025-12-29 13:52:12,2026-01-23 13:52:12,2026-01-23 19:52:12,2026-01-23 13:39:12,2026-01-23 15:39:12,Normal,High,2 - High,Implement,Software,Security Ops,Rohan Verma,Bangalore,IT,SAP Production,Network upgrade,No Conflict,Approved,,Dec-2025,Q4-2025
CHG0001235,2025-04-15 08:03:56,2025-05-02 08:03:56,2025-05-02 12:03:56,2025-05-02 08:02:56,2025-05-02 09:02:56,Standard,Low,2 - High,Closed,Email/Collaboration,Infra Team,Rohan Verma,Mumbai,Procurement,ERP Server,OS patch deployment,No Conflict,Approved,,Apr-2025,Q2-2025
CHG0001236,2025-03-18 21:08:27,2025-03-25 21:08:27,2025-03-26 04:08:27,2025-03-25 20:45:27,2025-03-26 04:45:27,Standard,Medium,1 - Critical,Implement,Hardware,L2 Support,Pooja Iyer,Bangalore,HR,Active Directory,OS patch deployment,No Conflict,Pending,Resource unavailable,Mar-2025,Q1-2025
CHG0001237,2025-07-02 04:54:41,2025-07-17 04:54:41,2025-07-17 09:54:41,2025-07-17 05:10:41,2025-07-17 10:10:41,Emergency,Medium,4 - Low,Implement,Software,DB Admins,Deepak Nair,Chennai,IT,Active Directory,Middleware upgrade,Conflict Detected,Rejected,,Jul-2025,Q3-2025
CHG0001238,2025-10-02 10:47:09,2025-10-21 10:47:09,2025-10-21 12:47:09,,,Normal,Medium,1 - Critical,Authorize,Email/Collaboration,Security Ops,Deepak Nair,Mumbai,Marketing,Active Directory,DR failover test,No Conflict,Pending,Testing required,Oct-2025,Q4-2025
CHG0001239,2025-09-09 18:14:31,2025-09-19 18:14:31,2025-09-19 20:14:31,2025-09-19 18:00:31,2025-09-19 21:00:31,Emergency,Medium,3 - Medium,Implement,Email/Collaboration,L1 Support,Deepak Nair,Chennai,Procurement,VPN Gateway,OS patch deployment,Conflict Detected,Approved,Awaiting approval,Sep-2025,Q3-2025
CHG0001240,2025-04-09 05:49:12,2025-04-28 05:49:12,2025-04-28 06:49:12,,,Normal,High,2 - High,Cancelled,Database,App Support,Rahul Sharma,Chennai,Operations,Firewall-01,SSL certificate renewal,Conflict Detected,Pending,,Apr-2025,Q2-2025
CHG0001241,2025-03-20 17:29:17,2025-04-10 17:29:17,2025-04-10 18:29:17,,,Standard,High,3 - Medium,Cancelled,Network,L2 Support,Vikram Joshi,Kolkata,Legal,ERP Server,Storage expansion,No Conflict,Approved,Resource unavailable,Mar-2025,Q1-2025
CHG0001242,2025-05-07 20:25:23,2025-05-18 20:25:23,2025-05-19 01:25:23,,,Normal,Low,1 - Critical,Review,Access Management,Network Ops,Rahul Sharma,Pune,Sales,Load Balancer,Middleware upgrade,No Conflict,Approved,Resource unavailable,May-2025,Q2-2025
CHG0001243,2025-08-24 12:04:44,2025-09-04 12:04:44,2025-09-04 14:04:44,2025-09-04 12:30:44,2025-09-04 16:30:44,Emergency,Low,1 - Critical,Implement,Network,App Support,Vikram Joshi,Hyderabad,Procurement,Oracle DB,Backup policy change,No Conflict,Approved,,Aug-2025,Q3-2025
CHG0001244,2025-06-11 15:48:38,2025-06-30 15:48:38,2025-06-30 22:48:38,2025-06-30 15:49:38,2025-06-30 16:49:38,Normal,Low,3 - Medium,Implement,Hardware,DB Admins,Amit Desai,Mumbai,Sales,SAP Production,DB migration,No Conflict,Pending,Vendor dependency,Jun-2025,Q2-2025
CHG0001245,2025-04-06 12:09:33,2025-04-17 12:09:33,2025-04-17 20:09:33,,,Emergency,High,1 - Critical,Review,Software,L2 Support,Vikram Joshi,Mumbai,Legal,Load Balancer,OS patch deployment,No Conflict,Approved,Testing required,Apr-2025,Q2-2025
CHG0001246,2025-07-01 05:46:19,2025-07-09 05:46:19,2025-07-09 06:46:19,2025-07-09 05:55:19,2025-07-09 12:55:19,Emergency,High,4 - Low,Closed,Application,L1 Support,Sneha Patil,Mumbai,Sales,SAP Production,Backup policy change,No Conflict,Approved,Awaiting approval,Jul-2025,Q3-2025
CHG0001247,2025-04-19 01:45:58,2025-05-03 01:45:58,2025-05-03 09:45:58,2025-05-03 01:28:58,2025-05-03 06:28:58,Normal,Low,2 - High,Closed,Email/Collaboration,Infra Team,Amit Desai,Hyderabad,Legal,Load Balancer,Storage expansion,No Conflict,Rejected,Resource unavailable,Apr-2025,Q2-2025
CHG0001248,2025-06-08 20:09:47,2025-07-01 20:09:47,2025-07-01 22:09:47,,,Standard,Medium,1 - Critical,Review,Email/Collaboration,Security Ops,Priya Menon,Kolkata,Sales,Active Directory,Firewall rule update,No Conflict,Approved,Resource unavailable,Jun-2025,Q2-2025
CHG0001249,2025-07-09 04:45:29,2025-07-23 04:45:29,2025-07-23 05:45:29,2025-07-23 04:49:29,2025-07-23 07:49:29,Emergency,Low,2 - High,Closed,Access Management,L2 Support,Rohan Verma,Kolkata,Marketing,Core Switch,SSL certificate renewal,No Conflict,Approved,Vendor dependency,Jul-2025,Q3-2025
CHG0001250,2025-11-22 22:36:09,2025-12-14 22:36:09,2025-12-15 00:36:09,2025-12-14 22:27:09,2025-12-15 06:27:09,Standard,High,3 - Medium,Implement,Access Management,Security Ops,Sneha Patil,Chennai,Sales,Active Directory,DB migration,Conflict Detected,Approved,Awaiting approval,Nov-2025,Q4-2025
CHG0001251,2025-03-27 18:53:46,2025-04-13 18:53:46,2025-04-13 22:53:46,2025-04-13 18:54:46,2025-04-14 01:54:46,Emergency,Low,2 - High,Implement,Network,L1 Support,Rahul Sharma,Mumbai,Sales,Email Gateway,DR failover test,No Conflict,Approved,Vendor dependency,Mar-2025,Q1-2025
CHG0001252,2025-10-27 12:39:13,2025-11-09 12:39:13,2025-11-09 14:39:13,2025-11-09 13:07:13,2025-11-09 14:07:13,Standard,Low,3 - Medium,Implement,Application,App Support,Sneha Patil,Delhi NCR,IT,Active Directory,DR failover test,No Conflict,Approved,Resource unavailable,Oct-2025,Q4-2025
CHG0001253,2025-12-14 13:44:14,2025-12-22 13:44:14,2025-12-22 17:44:14,,,Normal,Medium,3 - Medium,Review,Access Management,Security Ops,Anjali Singh,Bangalore,Marketing,Load Balancer,Firewall rule update,No Conflict,Approved,,Dec-2025,Q4-2025
CHG0001254,2025-05-22 14:06:43,2025-06-16 14:06:43,2025-06-16 17:06:43,2025-06-16 14:16:43,2025-06-16 15:16:43,Emergency,Low,1 - Critical,Implement,Database,DB Admins,Rahul Sharma,Pune,Sales,Core Switch,Network upgrade,No Conflict,Pending,Vendor dependency,May-2025,Q2-2025
CHG0001255,2025-05-28 20:58:54,2025-06-23 20:58:54,2025-06-24 01:58:54,,,Emergency,High,3 - Medium,Authorize,Software,Infra Team,Anjali Singh,Pune,IT,Email Gateway,OS patch deployment,No Conflict,Approved,Vendor dependency,May-2025,Q2-2025
CHG0001256,2025-10-29 12:37:22,2025-11-12 12:37:22,2025-11-12 16:37:22,,,Normal,Low,2 - High,Review,Network,Network Ops,Amit Desai,Mumbai,Finance,Firewall-01,Network upgrade,No Conflict,Approved,Resource unavailable,Oct-2025,Q4-2025
CHG0001257,2025-08-10 19:26:11,2025-08-23 19:26:11,2025-08-24 00:26:11,,,Normal,Medium,4 - Low,Review,Email/Collaboration,App Support,Vikram Joshi,Pune,HR,Load Balancer,Firewall rule update,No Conflict,Approved,Vendor dependency,Aug-2025,Q3-2025
CHG0001258,2025-10-08 10:31:22,2025-10-26 10:31:22,2025-10-26 13:31:22,,,Standard,High,3 - Medium,Review,Access Management,L2 Support,Priya Menon,Mumbai,Operations,Firewall-01,Middleware upgrade,No Conflict,Approved,Resource unavailable,Oct-2025,Q4-2025
CHG0001259,2025-12-29 22:55:59,2026-01-24 22:55:59,2026-01-25 06:55:59,,,Emergency,High,1 - Critical,Review,Network,Network Ops,Deepak Nair,Pune,Marketing,Oracle DB,Storage expansion,No Conflict,Approved,,Dec-2025,Q4-2025
CHG0001260,2025-01-01 21:40:04,2025-01-27 21:40:04,2025-01-28 05:40:04,2025-01-27 21:16:04,2025-01-28 00:16:04,Emergency,Low,4 - Low,Implement,Network,Network Ops,Amit Desai,Pune,Marketing,CRM Application,Storage expansion,No Conflict,Pending,,Jan-2025,Q1-2025
CHG0001261,2025-05-10 11:00:29,2025-05-18 11:00:29,2025-05-18 17:00:29,2025-05-18 10:54:29,2025-05-18 13:54:29,Normal,High,4 - Low,Closed,Access Management,L1 Support,Anjali Singh,Kolkata,Marketing,Oracle DB,Firewall rule update,No Conflict,Approved,Resource unavailable,May-2025,Q2-2025
CHG0001262,2025-05-11 19:23:03,2025-05-24 19:23:03,2025-05-25 03:23:03,2025-05-24 19:48:03,2025-05-25 03:48:03,Emergency,High,4 - Low,Closed,Access Management,App Support,Deepak Nair,Chennai,Operations,Core Switch,Network upgrade,No Conflict,Approved,Resource unavailable,May-2025,Q2-2025
CHG0001263,2025-01-02 07:15:09,2025-01-17 07:15:09,2025-01-17 12:15:09,,,Emergency,High,2 - High,Review,Security,DB Admins,Pooja Iyer,Mumbai,Finance,Active Directory,Middleware upgrade,No Conflict,Pending,Awaiting approval,Jan-2025,Q1-2025
CHG0001264,2025-01-03 12:27:26,2025-01-18 12:27:26,2025-01-18 18:27:26,,,Normal,Medium,4 - Low,Authorize,Access Management,L1 Support,Amit Desai,Hyderabad,Legal,Oracle DB,Network upgrade,No Conflict,Approved,Awaiting approval,Jan-2025,Q1-2025
CHG0001265,2025-10-28 12:39:28,2025-11-07 12:39:28,2025-11-07 19:39:28,2025-11-07 12:43:28,2025-11-07 19:43:28,Normal,Medium,2 - High,Implement,Access Management,Security Ops,Sneha Patil,Kolkata,Procurement,VPN Gateway,DR failover test,Conflict Detected,Approved,Resource unavailable,Oct-2025,Q4-2025
CHG0001266,2025-11-27 23:19:26,2025-12-19 23:19:26,2025-12-20 02:19:26,2025-12-19 22:58:26,2025-12-20 03:58:26,Standard,Medium,4 - Low,Closed,Database,L2 Support,Vikram Joshi,Pune,Procurement,Firewall-01,SSL certificate renewal,No Conflict,Approved,Vendor dependency,Nov-2025,Q4-2025
CHG0001267,2025-07-31 11:11:33,2025-08-09 11:11:33,2025-08-09 19:11:33,2025-08-09 11:14:33,2025-08-09 16:14:33,Emergency,High,3 - Medium,Closed,Hardware,L2 Support,Sneha Patil,Delhi NCR,IT,SAP Production,Firewall rule update,No Conflict,Approved,Vendor dependency,Jul-2025,Q3-2025
CHG0001268,2025-04-02 01:58:05,2025-04-16 01:58:05,2025-04-16 06:58:05,2025-04-16 02:00:05,2025-04-16 05:00:05,Emergency,Low,2 - High,Closed,Hardware,Network Ops,Amit Desai,Hyderabad,IT,Load Balancer,DB migration,No Conflict,Approved,Resource unavailable,Apr-2025,Q2-2025
CHG0001269,2025-08-11 19:48:28,2025-09-07 19:48:28,2025-09-07 20:48:28,2025-09-07 20:06:28,2025-09-08 02:06:28,Normal,Medium,1 - Critical,Closed,Hardware,Network Ops,Kavya Reddy,Chennai,Marketing,CRM Application,Load balancer config,No Conflict,Approved,Testing required,Aug-2025,Q3-2025
CHG0001270,2025-02-26 04:45:14,2025-03-18 04:45:14,2025-03-18 12:45:14,,,Emergency,Low,2 - High,Authorize,Software,L2 Support,Pooja Iyer,Chennai,Legal,CRM Application,Backup policy change,No Conflict,Approved,Vendor dependency,Feb-2025,Q1-2025
CHG0001271,2025-11-13 19:19:57,2025-11-20 19:19:57,2025-11-21 03:19:57,,,Standard,Low,4 - Low,Cancelled,Email/Collaboration,L2 Support,Deepak Nair,Delhi NCR,Marketing,Core Switch,DB migration,Conflict Detected,Approved,,Nov-2025,Q4-2025
CHG0001272,2025-11-09 08:56:54,2025-11-21 08:56:54,2025-11-21 15:56:54,2025-11-21 08:53:54,2025-11-21 13:53:54,Normal,High,1 - Critical,Implement,Database,Network Ops,Rohan Verma,Bangalore,Legal,SAP Production,SSL certificate renewal,No Conflict,Approved,,Nov-2025,Q4-2025
CHG0001273,2025-12-02 21:25:31,2025-12-24 21:25:31,2025-12-25 00:25:31,2025-12-24 21:44:31,2025-12-24 23:44:31,Emergency,High,1 - Critical,Closed,Database,L2 Support,Priya Menon,Chennai,HR,ERP Server,Firewall rule update,No Conflict,Approved,Resource unavailable,Dec-2025,Q4-2025
CHG0001274,2025-02-21 04:34:50,2025-03-16 04:34:50,2025-03-16 05:34:50,,,Standard,High,1 - Critical,Cancelled,Software,Infra Team,Rohan Verma,Delhi NCR,Finance,SAP Production,SSL certificate renewal,No Conflict,Approved,Vendor dependency,Feb-2025,Q1-2025
CHG0001275,2025-09-13 09:56:38,2025-10-03 09:56:38,2025-10-03 16:56:38,2025-10-03 09:35:38,2025-10-03 11:35:38,Emergency,Medium,1 - Critical,Implement,Application,Network Ops,Rohan Verma,Pune,IT,Firewall-01,Storage expansion,No Conflict,Approved,Testing required,Sep-2025,Q3-2025
CHG0001276,2025-10-17 06:56:58,2025-11-14 06:56:58,2025-11-14 08:56:58,2025-11-14 06:47:58,2025-11-14 10:47:58,Emergency,High,4 - Low,Closed,Access Management,Security Ops,Pooja Iyer,Chennai,Operations,Load Balancer,Backup policy change,No Conflict,Approved,Awaiting approval,Oct-2025,Q4-2025
CHG0001277,2025-08-09 14:12:09,2025-09-02 14:12:09,2025-09-02 16:12:09,2025-09-02 14:00:09,2025-09-02 18:00:09,Standard,High,4 - Low,Implement,Network,Security Ops,Sneha Patil,Pune,Legal,CRM Application,Network upgrade,No Conflict,Approved,Awaiting approval,Aug-2025,Q3-2025
CHG0001278,2025-05-12 15:26:25,2025-05-23 15:26:25,2025-05-23 19:26:25,2025-05-23 15:32:25,2025-05-23 19:32:25,Standard,Medium,2 - High,Implement,Access Management,DB Admins,Anjali Singh,Hyderabad,Legal,Oracle DB,Backup policy change,Conflict Detected,Pending,Awaiting approval,May-2025,Q2-2025
CHG0001279,2025-06-26 05:42:47,2025-07-05 05:42:47,2025-07-05 08:42:47,,,Emergency,Low,4 - Low,Cancelled,Database,DB Admins,Deepak Nair,Mumbai,Operations,Load Balancer,SSL certificate renewal,No Conflict,Approved,Testing required,Jun-2025,Q2-2025
CHG0001280,2025-07-11 05:03:53,2025-07-27 05:03:53,2025-07-27 10:03:53,2025-07-27 04:51:53,2025-07-27 12:51:53,Emergency,Low,2 - High,Implement,Hardware,Infra Team,Amit Desai,Delhi NCR,Operations,SAP Production,Middleware upgrade,No Conflict,Approved,Resource unavailable,Jul-2025,Q3-2025
CHG0001281,2025-03-17 21:59:23,2025-04-05 21:59:23,2025-04-06 02:59:23,,,Standard,Medium,2 - High,Review,Software,L1 Support,Anjali Singh,Delhi NCR,IT,Core Switch,Middleware upgrade,No Conflict,Approved,Resource unavailable,Mar-2025,Q1-2025
CHG0001282,2025-01-23 06:13:25,2025-02-10 06:13:25,2025-02-10 13:13:25,,,Normal,High,2 - High,Review,Hardware,Security Ops,Sneha Patil,Bangalore,IT,CRM Application,DB migration,No Conflict,Approved,Vendor dependency,Jan-2025,Q1-2025
CHG0001283,2025-10-17 19:30:42,2025-11-13 19:30:42,2025-11-13 21:30:42,2025-11-13 19:49:42,2025-11-13 20:49:42,Emergency,Low,3 - Medium,Implement,Security,DB Admins,Amit Desai,Pune,HR,ERP Server,Firewall rule update,No Conflict,Approved,Awaiting approval,Oct-2025,Q4-2025
CHG0001284,2025-04-15 18:53:21,2025-04-23 18:53:21,2025-04-24 00:53:21,2025-04-23 18:36:21,2025-04-23 22:36:21,Emergency,Medium,4 - Low,Closed,Software,L1 Support,Kavya Reddy,Bangalore,Legal,CRM Application,Middleware upgrade,No Conflict,Approved,Resource unavailable,Apr-2025,Q2-2025
CHG0001285,2025-12-18 16:35:22,2025-12-30 16:35:22,2025-12-30 17:35:22,,,Standard,Low,3 - Medium,Review,Security,Security Ops,Sneha Patil,Delhi NCR,HR,Active Directory,OS patch deployment,No Conflict,Approved,Testing required,Dec-2025,Q4-2025
CHG0001286,2025-11-21 05:52:41,2025-12-16 05:52:41,2025-12-16 11:52:41,2025-12-16 05:25:41,2025-12-16 11:25:41,Standard,High,3 - Medium,Implement,Email/Collaboration,Network Ops,Vikram Joshi,Chennai,HR,SAP Production,Backup policy change,No Conflict,Approved,Awaiting approval,Nov-2025,Q4-2025
CHG0001287,2025-05-19 13:40:46,2025-05-27 13:40:46,2025-05-27 19:40:46,,,Normal,Low,3 - Medium,Authorize,Database,App Support,Priya Menon,Pune,Marketing,Core Switch,Network upgrade,Conflict Detected,Pending,Vendor dependency,May-2025,Q2-2025
CHG0001288,2025-03-10 20:06:17,2025-03-21 20:06:17,2025-03-21 22:06:17,2025-03-21 20:02:17,2025-03-21 22:02:17,Emergency,High,3 - Medium,Implement,Database,L2 Support,Rohan Verma,Pune,Marketing,Firewall-01,OS patch deployment,Conflict Detected,Approved,Awaiting approval,Mar-2025,Q1-2025
CHG0001289,2025-05-07 16:21:51,2025-05-22 16:21:51,2025-05-23 00:21:51,2025-05-22 16:38:51,2025-05-22 19:38:51,Normal,High,1 - Critical,Closed,Software,Infra Team,Pooja Iyer,Bangalore,IT,Email Gateway,OS patch deployment,No Conflict,Approved,Vendor dependency,May-2025,Q2-2025
CHG0001290,2025-03-17 17:56:40,2025-04-01 17:56:40,2025-04-02 00:56:40,2025-04-01 18:06:40,2025-04-01 20:06:40,Emergency,Medium,1 - Critical,Implement,Hardware,Security Ops,Rohan Verma,Pune,IT,Firewall-01,Firewall rule update,No Conflict,Pending,,Mar-2025,Q1-2025
CHG0001291,2025-09-15 06:52:13,2025-09-27 06:52:13,2025-09-27 12:52:13,,,Standard,Low,1 - Critical,Authorize,Network,L1 Support,Amit Desai,Hyderabad,Finance,Email Gateway,Middleware upgrade,Conflict Detected,Approved,Vendor dependency,Sep-2025,Q3-2025
CHG0001292,2025-04-22 01:46:26,2025-05-13 01:46:26,2025-05-13 06:46:26,,,Normal,Low,4 - Low,Authorize,Access Management,L1 Support,Sneha Patil,Delhi NCR,Operations,Oracle DB,Firewall rule update,No Conflict,Approved,Awaiting approval,Apr-2025,Q2-2025
CHG0001293,2025-09-28 12:13:25,2025-10-07 12:13:25,2025-10-07 20:13:25,2025-10-07 12:09:25,2025-10-07 16:09:25,Normal,Medium,1 - Critical,Closed,Access Management,Network Ops,Sneha Patil,Kolkata,Marketing,CRM Application,Backup policy change,No Conflict,Approved,Vendor dependency,Sep-2025,Q3-2025
CHG0001294,2025-11-13 13:02:55,2025-12-06 13:02:55,2025-12-06 18:02:55,2025-12-06 12:37:55,2025-12-06 14:37:55,Emergency,High,1 - Critical,Closed,Database,L2 Support,Anjali Singh,Chennai,Marketing,Active Directory,Firewall rule update,No Conflict,Approved,Testing required,Nov-2025,Q4-2025
CHG0001295,2025-07-19 18:13:16,2025-08-11 18:13:16,2025-08-12 02:13:16,,,Standard,Medium,1 - Critical,Review,Database,App Support,Amit Desai,Bangalore,IT,VPN Gateway,Load balancer config,No Conflict,Approved,,Jul-2025,Q3-2025
CHG0001296,2025-03-06 02:29:47,2025-03-24 02:29:47,2025-03-24 09:29:47,2025-03-24 02:44:47,2025-03-24 09:44:47,Emergency,Medium,4 - Low,Closed,Hardware,L2 Support,Priya Menon,Chennai,Legal,ERP Server,Storage expansion,No Conflict,Approved,Resource unavailable,Mar-2025,Q1-2025
CHG0001297,2025-06-08 11:36:28,2025-07-03 11:36:28,2025-07-03 15:36:28,2025-07-03 11:18:28,2025-07-03 15:18:28,Normal,High,1 - Critical,Implement,Security,App Support,Deepak Nair,Mumbai,HR,Core Switch,Middleware upgrade,No Conflict,Approved,Testing required,Jun-2025,Q2-2025
CHG0001298,2025-11-21 03:38:34,2025-12-03 03:38:34,2025-12-03 08:38:34,2025-12-03 03:22:34,2025-12-03 06:22:34,Normal,High,4 - Low,Implement,Security,Network Ops,Sneha Patil,Delhi NCR,IT,Firewall-01,OS patch deployment,No Conflict,Pending,Vendor dependency,Nov-2025,Q4-2025
CHG0001299,2025-06-02 02:50:34,2025-06-11 02:50:34,2025-06-11 03:50:34,2025-06-11 02:36:34,2025-06-11 03:36:34,Emergency,High,4 - Low,Implement,Network,App Support,Anjali Singh,Kolkata,Marketing,Core Switch,SSL certificate renewal,Conflict Detected,Rejected,Awaiting approval,Jun-2025,Q2-2025
CHG0001300,2025-02-05 00:45:51,2025-02-17 00:45:51,2025-02-17 07:45:51,,,Emergency,Low,1 - Critical,Authorize,Access Management,L1 Support,Vikram Joshi,Kolkata,Marketing,ERP Server,Storage expansion,No Conflict,Approved,Vendor dependency,Feb-2025,Q1-2025
CHG0001301,2026-01-26 11:32:06,2026-02-18 11:32:06,2026-02-18 18:32:06,2026-02-18 11:59:06,2026-02-18 16:59:06,Standard,Medium,3 - Medium,Implement,Database,Security Ops,Pooja Iyer,Chennai,Procurement,Core Switch,Network upgrade,No Conflict,Approved,Awaiting approval,Jan-2026,Q1-2026
CHG0001302,2026-06-04 04:17:51,2026-06-19 04:17:51,2026-06-19 08:17:51,2026-06-19 04:45:51,2026-06-19 06:45:51,Normal,High,1 - Critical,Implement,Software,App Support,Vikram Joshi,Chennai,IT,Core Switch,Load balancer config,No Conflict,Pending,Vendor dependency,Jun-2026,Q2-2026
CHG0001303,2026-06-02 15:57:02,2026-06-14 15:57:02,2026-06-14 21:57:02,2026-06-14 16:27:02,2026-06-14 18:27:02,Emergency,High,3 - Medium,Closed,Hardware,Security Ops,Amit Desai,Pune,Marketing,ERP Server,Middleware upgrade,No Conflict,Pending,,Jun-2026,Q2-2026
CHG0001304,2026-01-16 14:50:40,2026-02-04 14:50:40,2026-02-04 20:50:40,2026-02-04 15:12:40,2026-02-04 19:12:40,Standard,Medium,3 - Medium,Closed,Email/Collaboration,Network Ops,Sneha Patil,Chennai,Marketing,SAP Production,Backup policy change,No Conflict,Pending,Vendor dependency,Jan-2026,Q1-2026
CHG0001305,2026-04-04 19:09:33,2026-04-19 19:09:33,2026-04-19 23:09:33,2026-04-19 19:01:33,2026-04-19 20:01:33,Normal,Medium,3 - Medium,Closed,Hardware,Infra Team,Pooja Iyer,Mumbai,Legal,Load Balancer,Firewall rule update,No Conflict,Approved,Resource unavailable,Apr-2026,Q2-2026
CHG0001306,2026-02-21 20:20:54,2026-03-07 20:20:54,2026-03-07 21:20:54,,,Emergency,Medium,3 - Medium,Authorize,Security,Infra Team,Pooja Iyer,Kolkata,Operations,Email Gateway,Backup policy change,No Conflict,Approved,Vendor dependency,Feb-2026,Q1-2026
CHG0001307,2026-02-01 21:15:55,2026-02-23 21:15:55,2026-02-24 04:15:55,,,Standard,High,4 - Low,Cancelled,Database,DB Admins,Rohan Verma,Hyderabad,Legal,Core Switch,OS patch deployment,No Conflict,Pending,Vendor dependency,Feb-2026,Q1-2026
CHG0001308,2026-03-22 12:13:35,2026-04-09 12:13:35,2026-04-09 15:13:35,,,Normal,Medium,4 - Low,Authorize,Email/Collaboration,DB Admins,Pooja Iyer,Kolkata,Marketing,Load Balancer,Middleware upgrade,No Conflict,Pending,,Mar-2026,Q1-2026
CHG0001309,2026-01-05 12:12:20,2026-01-13 12:12:20,2026-01-13 15:12:20,2026-01-13 12:12:20,2026-01-13 20:12:20,Standard,Medium,1 - Critical,Closed,Email/Collaboration,Network Ops,Pooja Iyer,Bangalore,Finance,SAP Production,Backup policy change,No Conflict,Approved,Vendor dependency,Jan-2026,Q1-2026
CHG0001310,2026-03-13 16:02:12,2026-04-09 16:02:12,2026-04-09 22:02:12,2026-04-09 15:43:12,2026-04-09 20:43:12,Normal,Low,3 - Medium,Implement,Application,Network Ops,Deepak Nair,Kolkata,Legal,Active Directory,Firewall rule update,No Conflict,Pending,Vendor dependency,Mar-2026,Q1-2026
CHG0001311,2026-03-28 14:57:00,2026-04-08 14:57:00,2026-04-08 19:57:00,,,Standard,Medium,3 - Medium,Review,Email/Collaboration,L1 Support,Rahul Sharma,Hyderabad,Procurement,Load Balancer,Firewall rule update,Conflict Detected,Approved,Vendor dependency,Mar-2026,Q1-2026
CHG0001312,2026-01-29 13:57:11,2026-02-23 13:57:11,2026-02-23 17:57:11,,,Emergency,High,4 - Low,Authorize,Access Management,App Support,Amit Desai,Kolkata,Finance,SAP Production,DB migration,No Conflict,Pending,Testing required,Jan-2026,Q1-2026
CHG0001313,2026-02-06 13:23:25,2026-02-26 13:23:25,2026-02-26 18:23:25,2026-02-26 13:31:25,2026-02-26 20:31:25,Standard,High,4 - Low,Closed,Hardware,App Support,Vikram Joshi,Kolkata,HR,CRM Application,Storage expansion,No Conflict,Approved,,Feb-2026,Q1-2026
CHG0001314,2026-05-07 16:04:08,2026-05-29 16:04:08,2026-05-29 19:04:08,,,Standard,Low,4 - Low,Authorize,Access Management,L1 Support,Sneha Patil,Kolkata,HR,Core Switch,Load balancer config,No Conflict,Approved,Awaiting approval,May-2026,Q2-2026
CHG0001315,2026-01-18 06:14:02,2026-02-12 06:14:02,2026-02-12 14:14:02,,,Standard,High,1 - Critical,Authorize,Software,L1 Support,Priya Menon,Kolkata,Legal,VPN Gateway,SSL certificate renewal,No Conflict,Pending,,Jan-2026,Q1-2026
CHG0001316,2026-02-14 08:20:16,2026-03-13 08:20:16,2026-03-13 13:20:16,,,Standard,Low,1 - Critical,Review,Database,L2 Support,Vikram Joshi,Kolkata,IT,Core Switch,SSL certificate renewal,No Conflict,Approved,Testing required,Feb-2026,Q1-2026
CHG0001317,2026-04-18 20:06:23,2026-05-06 20:06:23,2026-05-07 03:06:23,2026-05-06 19:43:23,2026-05-06 22:43:23,Standard,High,4 - Low,Implement,Database,Infra Team,Sneha Patil,Chennai,Finance,SAP Production,DB migration,Conflict Detected,Approved,Awaiting approval,Apr-2026,Q2-2026
CHG0001318,2026-01-02 08:09:34,2026-01-30 08:09:34,2026-01-30 16:09:34,2026-01-30 07:55:34,2026-01-30 12:55:34,Normal,Low,4 - Low,Implement,Security,App Support,Sneha Patil,Bangalore,IT,SAP Production,Load balancer config,No Conflict,Approved,Awaiting approval,Jan-2026,Q1-2026
CHG0001319,2026-04-03 18:13:53,2026-04-13 18:13:53,2026-04-13 22:13:53,,,Normal,Medium,4 - Low,Authorize,Network,DB Admins,Rahul Sharma,Mumbai,HR,Load Balancer,Middleware upgrade,No Conflict,Approved,Vendor dependency,Apr-2026,Q2-2026
CHG0001320,2026-01-02 07:27:15,2026-01-17 07:27:15,2026-01-17 10:27:15,,,Standard,Low,1 - Critical,Review,Application,Infra Team,Priya Menon,Pune,IT,SAP Production,Load balancer config,No Conflict,Pending,Resource unavailable,Jan-2026,Q1-2026
CHG0001321,2026-02-04 06:47:43,2026-02-11 06:47:43,2026-02-11 11:47:43,,,Normal,High,3 - Medium,Authorize,Access Management,L1 Support,Amit Desai,Bangalore,Legal,VPN Gateway,DB migration,No Conflict,Approved,Vendor dependency,Feb-2026,Q1-2026
CHG0001322,2026-02-07 11:31:28,2026-02-25 11:31:28,2026-02-25 16:31:28,,,Normal,Medium,2 - High,Authorize,Application,DB Admins,Sneha Patil,Delhi NCR,Marketing,Core Switch,Firewall rule update,No Conflict,Rejected,Vendor dependency,Feb-2026,Q1-2026
CHG0001323,2026-04-10 23:12:41,2026-05-03 23:12:41,2026-05-04 01:12:41,,,Standard,Medium,2 - High,Authorize,Hardware,L1 Support,Rahul Sharma,Pune,Legal,ERP Server,DR failover test,No Conflict,Approved,Awaiting approval,Apr-2026,Q2-2026
