Problem Number,Opened At,Resolved At,Category,Priority,Impact,State,Assignment Group,Assigned To,Location,Department,CI Name,Short Description,Known Error,Workaround,Related Incidents,Root Cause,Resolution Days,Month Year,Quarter
PRB0000370,25-11-2025 03:04,,Security,4 - Low,2 - Department,In Progress,Infra Team,Anjali Singh,Pune,HR,ERP Server,Application error,Yes,Yes,17,Software defect,,Nov-25,Q4-2025
PRB0000371,26-11-2025 03:37,02-12-2025 03:37,Application,1 - Critical,1 - Enterprise,Resolved,Security Ops,Amit Desai,Pune,Sales,Load Balancer,VPN disconnecting,No,No,11,Configuration error,6,Nov-25,Q4-2025
PRB0000372,25-04-2025 02:24,04-07-2025 02:24,Application,2 - High,1 - Enterprise,Closed,Security Ops,Pooja Iyer,Delhi NCR,Finance,Active Directory,VPN disconnecting,Yes,No,14,Network fault,70,Apr-25,Q2-2025
PRB0000373,25-01-2025 06:56,18-02-2025 06:56,Application,2 - High,2 - Department,Closed,L2 Support,Amit Desai,Hyderabad,Operations,Load Balancer,Printer offline,No,No,13,Hardware failure,24,Jan-25,Q1-2025
PRB0000374,15-11-2025 19:18,,Database,4 - Low,4 - Individual,In Progress,DB Admins,Rohan Verma,Mumbai,Sales,Active Directory,Database timeout,No,Yes,8,Human error,,Nov-25,Q4-2025
PRB0000375,09-04-2025 17:49,19-05-2025 17:49,Access Management,4 - Low,4 - Individual,Resolved,L1 Support,Pooja Iyer,Hyderabad,Operations,SAP Production,Email not working,Yes,No,16,Network fault,40,Apr-25,Q2-2025
PRB0000376,17-03-2025 01:54,,Access Management,4 - Low,4 - Individual,In Progress,L2 Support,Kavya Reddy,Bangalore,Operations,CRM Application,System not responding,Yes,No,24,Configuration error,,Mar-25,Q1-2025
PRB0000377,05-03-2025 19:02,29-04-2025 19:02,Hardware,3 - Medium,4 - Individual,Closed,Network Ops,Sneha Patil,Pune,IT,Firewall-01,Service unavailable,Yes,Yes,23,Hardware failure,55,Mar-25,Q1-2025
PRB0000378,17-06-2025 22:11,,Network,3 - Medium,1 - Enterprise,In Progress,Network Ops,Vikram Joshi,Mumbai,Procurement,Core Switch,Database timeout,No,No,16,Human error,,Jun-25,Q2-2025
PRB0000379,23-12-2025 18:20,,Hardware,1 - Critical,2 - Department,In Progress,App Support,Deepak Nair,Chennai,Marketing,Active Directory,System not responding,Yes,Yes,5,Configuration error,,Dec-25,Q4-2025
PRB0000380,14-04-2025 20:42,,Application,3 - Medium,1 - Enterprise,In Progress,DB Admins,Rahul Sharma,Pune,Finance,Firewall-01,Printer offline,Yes,Yes,19,Capacity issue,,Apr-25,Q2-2025
PRB0000381,14-11-2025 08:37,20-11-2025 08:37,Database,1 - Critical,3 - Multiple Users,Closed,App Support,Vikram Joshi,Mumbai,HR,Active Directory,Network outage,No,Yes,15,Hardware failure,6,Nov-25,Q4-2025
PRB0000382,12-08-2025 07:28,31-10-2025 07:28,Hardware,3 - Medium,2 - Department,Resolved,App Support,Sneha Patil,Mumbai,Procurement,SAP Production,Application error,Yes,No,14,Hardware failure,80,Aug-25,Q3-2025
PRB0000383,06-12-2025 14:32,,Application,2 - High,3 - Multiple Users,In Progress,L1 Support,Kavya Reddy,Pune,IT,Firewall-01,Service unavailable,Yes,Yes,14,Network fault,,Dec-25,Q4-2025
PRB0000384,29-01-2025 13:08,12-03-2025 13:08,Database,1 - Critical,3 - Multiple Users,Resolved,Infra Team,Rohan Verma,Kolkata,Sales,Active Directory,Slow performance,No,Yes,22,Software defect,42,Jan-25,Q1-2025
PRB0000385,04-01-2025 08:08,,Access Management,4 - Low,1 - Enterprise,Open,Infra Team,Anjali Singh,Kolkata,HR,Oracle DB,VPN disconnecting,No,No,5,Configuration error,,Jan-25,Q1-2025
PRB0000386,23-05-2025 17:01,07-06-2025 17:01,Security,4 - Low,2 - Department,Resolved,Security Ops,Anjali Singh,Chennai,Sales,Firewall-01,Email not working,No,Yes,25,Human error,15,May-25,Q2-2025
PRB0000387,04-10-2025 21:16,28-10-2025 21:16,Email/Collaboration,3 - Medium,4 - Individual,Closed,L2 Support,Priya Menon,Hyderabad,Procurement,Oracle DB,System not responding,Yes,No,6,Configuration error,24,Oct-25,Q4-2025
PRB0000388,26-11-2025 01:43,06-12-2025 01:43,Access Management,4 - Low,2 - Department,Closed,L1 Support,Anjali Singh,Pune,HR,ERP Server,System not responding,Yes,Yes,10,Hardware failure,10,Nov-25,Q4-2025
PRB0000389,13-08-2025 03:59,,Software,2 - High,3 - Multiple Users,In Progress,DB Admins,Deepak Nair,Delhi NCR,Procurement,Core Switch,Application error,No,No,6,Human error,,Aug-25,Q3-2025
PRB0000390,02-04-2025 05:04,24-06-2025 05:04,Hardware,3 - Medium,3 - Multiple Users,Closed,Infra Team,Rahul Sharma,Bangalore,Finance,Firewall-01,System not responding,No,No,4,Network fault,83,Apr-25,Q2-2025
PRB0000391,27-11-2025 13:15,,Application,3 - Medium,3 - Multiple Users,In Progress,DB Admins,Amit Desai,Hyderabad,HR,Oracle DB,Service unavailable,Yes,Yes,6,Capacity issue,,Nov-25,Q4-2025
PRB0000392,26-02-2025 04:28,,Database,1 - Critical,4 - Individual,Open,L1 Support,Rahul Sharma,Kolkata,IT,Active Directory,Application error,No,Yes,13,Hardware failure,,Feb-25,Q1-2025
PRB0000393,28-01-2025 15:33,12-03-2025 15:33,Network,4 - Low,1 - Enterprise,Resolved,Network Ops,Priya Menon,Bangalore,Marketing,Active Directory,Email not working,No,Yes,22,Network fault,43,Jan-25,Q1-2025
PRB0000394,20-04-2025 21:11,,Security,3 - Medium,4 - Individual,Open,Network Ops,Sneha Patil,Pune,Operations,CRM Application,Network outage,No,No,1,Configuration error,,Apr-25,Q2-2025
PRB0000395,03-02-2025 22:14,16-04-2025 22:14,Network,3 - Medium,4 - Individual,Closed,Network Ops,Priya Menon,Hyderabad,Procurement,Active Directory,VPN disconnecting,Yes,No,7,Vendor issue,72,Feb-25,Q1-2025
PRB0000396,16-07-2025 07:33,06-10-2025 07:33,Software,4 - Low,4 - Individual,Closed,Infra Team,Rahul Sharma,Mumbai,Operations,Email Gateway,Network outage,Yes,No,25,Capacity issue,82,Jul-25,Q3-2025
PRB0000397,28-10-2025 18:02,,Access Management,4 - Low,1 - Enterprise,In Progress,Network Ops,Vikram Joshi,Kolkata,HR,Email Gateway,Email not working,Yes,No,18,Vendor issue,,Oct-25,Q4-2025
PRB0000398,13-10-2025 21:52,06-12-2025 21:52,Network,3 - Medium,3 - Multiple Users,Closed,DB Admins,Pooja Iyer,Mumbai,Sales,ERP Server,Printer offline,Yes,No,18,Configuration error,54,Oct-25,Q4-2025
PRB0000399,24-07-2025 02:51,09-09-2025 02:51,Database,2 - High,4 - Individual,Resolved,Security Ops,Sneha Patil,Chennai,IT,Firewall-01,Service unavailable,Yes,No,22,Network fault,47,Jul-25,Q3-2025
PRB0000400,26-03-2025 04:18,19-04-2025 04:18,Database,2 - High,1 - Enterprise,Resolved,Security Ops,Amit Desai,Mumbai,HR,ERP Server,VPN disconnecting,Yes,Yes,15,Human error,24,Mar-25,Q1-2025
PRB0000401,14-07-2025 19:11,,Network,1 - Critical,1 - Enterprise,Open,Infra Team,Anjali Singh,Pune,Marketing,Email Gateway,Network outage,No,Yes,23,Configuration error,,Jul-25,Q3-2025
PRB0000402,12-11-2025 18:25,,Software,4 - Low,1 - Enterprise,Open,L1 Support,Amit Desai,Bangalore,Sales,SAP Production,Cannot login,Yes,No,4,Human error,,Nov-25,Q4-2025
PRB0000403,07-12-2025 18:21,24-12-2025 18:21,Email/Collaboration,3 - Medium,3 - Multiple Users,Resolved,L1 Support,Sneha Patil,Kolkata,Operations,Oracle DB,Service unavailable,No,Yes,2,Software defect,17,Dec-25,Q4-2025
PRB0000404,13-02-2025 14:16,,Network,1 - Critical,4 - Individual,In Progress,L1 Support,Rahul Sharma,Hyderabad,HR,Core Switch,Printer offline,No,No,22,Capacity issue,,Feb-25,Q1-2025
PRB0000405,01-06-2025 10:05,,Application,2 - High,3 - Multiple Users,In Progress,Network Ops,Sneha Patil,Mumbai,Marketing,Email Gateway,VPN disconnecting,Yes,Yes,10,Software defect,,Jun-25,Q2-2025
PRB0000406,24-01-2025 04:01,,Email/Collaboration,1 - Critical,1 - Enterprise,Open,L2 Support,Rohan Verma,Pune,HR,Core Switch,System not responding,Yes,Yes,7,Human error,,Jan-25,Q1-2025
PRB0000407,03-06-2025 23:27,03-07-2025 23:27,Software,1 - Critical,4 - Individual,Resolved,Infra Team,Vikram Joshi,Kolkata,IT,Oracle DB,Slow performance,Yes,No,3,Hardware failure,30,Jun-25,Q2-2025
PRB0000408,19-08-2025 07:25,28-10-2025 07:25,Software,3 - Medium,3 - Multiple Users,Resolved,Infra Team,Priya Menon,Hyderabad,Operations,CRM Application,Application error,Yes,Yes,12,Vendor issue,70,Aug-25,Q3-2025
PRB0000409,26-06-2025 23:44,,Network,4 - Low,1 - Enterprise,In Progress,L1 Support,Deepak Nair,Delhi NCR,Operations,Email Gateway,Application error,Yes,Yes,13,Human error,,Jun-25,Q2-2025
PRB0000410,06-02-2025 03:24,18-03-2025 03:24,Security,4 - Low,3 - Multiple Users,Closed,L1 Support,Vikram Joshi,Delhi NCR,IT,Email Gateway,Service unavailable,Yes,No,23,Capacity issue,40,Feb-25,Q1-2025
PRB0000411,27-12-2025 01:05,06-01-2026 01:05,Access Management,3 - Medium,2 - Department,Resolved,L2 Support,Pooja Iyer,Hyderabad,Procurement,ERP Server,VPN disconnecting,No,No,10,Vendor issue,10,Dec-25,Q4-2025
PRB0000412,24-07-2025 22:43,,Email/Collaboration,4 - Low,4 - Individual,Open,L1 Support,Rohan Verma,Bangalore,IT,CRM Application,Email not working,No,Yes,21,Hardware failure,,Jul-25,Q3-2025
PRB0000413,03-03-2025 21:15,05-04-2025 21:15,Application,3 - Medium,4 - Individual,Resolved,App Support,Rahul Sharma,Mumbai,Procurement,Active Directory,Printer offline,Yes,Yes,15,Network fault,33,Mar-25,Q1-2025
PRB0000414,14-04-2025 20:46,,Network,2 - High,1 - Enterprise,Open,L1 Support,Rahul Sharma,Bangalore,IT,Load Balancer,Service unavailable,Yes,No,12,Human error,,Apr-25,Q2-2025
PRB0000415,24-02-2025 22:10,,Application,3 - Medium,4 - Individual,In Progress,App Support,Kavya Reddy,Bangalore,Sales,Active Directory,Email not working,Yes,No,20,Capacity issue,,Feb-25,Q1-2025
PRB0000416,07-07-2025 03:43,06-09-2025 03:43,Security,3 - Medium,2 - Department,Closed,Security Ops,Amit Desai,Pune,HR,VPN Gateway,Service unavailable,Yes,No,15,Vendor issue,61,Jul-25,Q3-2025
PRB0000417,30-01-2025 14:30,24-04-2025 14:30,Access Management,1 - Critical,2 - Department,Resolved,Network Ops,Rohan Verma,Hyderabad,Legal,Active Directory,Slow performance,Yes,Yes,1,Configuration error,84,Jan-25,Q1-2025
PRB0000418,17-07-2025 22:51,25-09-2025 22:51,Software,4 - Low,3 - Multiple Users,Closed,App Support,Rohan Verma,Delhi NCR,Sales,ERP Server,Database timeout,No,Yes,8,Software defect,70,Jul-25,Q3-2025
PRB0000419,30-07-2025 01:37,09-10-2025 01:37,Email/Collaboration,3 - Medium,2 - Department,Closed,L2 Support,Vikram Joshi,Hyderabad,HR,Email Gateway,Printer offline,No,No,20,Hardware failure,71,Jul-25,Q3-2025
PRB0000420,12-11-2025 06:22,,Access Management,2 - High,1 - Enterprise,In Progress,Network Ops,Rohan Verma,Kolkata,Legal,VPN Gateway,Slow performance,No,Yes,13,Software defect,,Nov-25,Q4-2025
PRB0000421,05-06-2025 22:19,05-07-2025 22:19,Hardware,2 - High,3 - Multiple Users,Closed,L1 Support,Kavya Reddy,Pune,Operations,Email Gateway,Network outage,No,No,4,Configuration error,30,Jun-25,Q2-2025
PRB0000422,08-11-2025 04:47,17-11-2025 04:47,Security,1 - Critical,4 - Individual,Resolved,Infra Team,Rahul Sharma,Bangalore,Marketing,Active Directory,Slow performance,Yes,Yes,4,Vendor issue,9,Nov-25,Q4-2025
PRB0000423,17-10-2025 22:14,,Security,4 - Low,4 - Individual,In Progress,DB Admins,Pooja Iyer,Delhi NCR,Operations,Core Switch,Service unavailable,Yes,Yes,23,Network fault,,Oct-25,Q4-2025
PRB0000424,02-12-2025 04:44,05-12-2025 04:44,Security,3 - Medium,2 - Department,Resolved,L1 Support,Vikram Joshi,Chennai,Finance,Firewall-01,Slow performance,No,Yes,23,Software defect,3,Dec-25,Q4-2025
PRB0000425,20-09-2025 11:09,16-10-2025 11:09,Database,2 - High,2 - Department,Resolved,Security Ops,Sneha Patil,Kolkata,Sales,Oracle DB,Application error,No,No,21,Software defect,26,Sep-25,Q3-2025
PRB0000426,24-12-2025 18:42,,Email/Collaboration,1 - Critical,1 - Enterprise,In Progress,Security Ops,Kavya Reddy,Pune,Legal,SAP Production,Network outage,No,Yes,8,Human error,,Dec-25,Q4-2025
PRB0000427,24-09-2025 11:53,,Access Management,2 - High,2 - Department,In Progress,Security Ops,Deepak Nair,Delhi NCR,Procurement,CRM Application,Database timeout,Yes,Yes,21,Network fault,,Sep-25,Q3-2025
PRB0000428,04-12-2025 23:59,11-12-2025 23:59,Application,4 - Low,3 - Multiple Users,Resolved,Security Ops,Rohan Verma,Kolkata,Legal,ERP Server,Cannot login,No,No,5,Capacity issue,7,Dec-25,Q4-2025
PRB0000429,03-07-2025 17:34,28-07-2025 17:34,Network,1 - Critical,3 - Multiple Users,Resolved,Network Ops,Vikram Joshi,Pune,Legal,Oracle DB,Cannot login,Yes,Yes,24,Hardware failure,25,Jul-25,Q3-2025
PRB0000430,03-05-2025 00:04,10-06-2025 00:04,Access Management,3 - Medium,1 - Enterprise,Resolved,Security Ops,Vikram Joshi,Bangalore,Procurement,Active Directory,Network outage,No,No,14,Vendor issue,38,May-25,Q2-2025
PRB0000431,24-01-2025 14:04,10-03-2025 14:04,Application,4 - Low,1 - Enterprise,Closed,App Support,Amit Desai,Kolkata,HR,ERP Server,Slow performance,No,Yes,10,Hardware failure,45,Jan-25,Q1-2025
PRB0000432,20-04-2025 08:01,,Security,1 - Critical,1 - Enterprise,Open,Infra Team,Priya Menon,Delhi NCR,Marketing,Active Directory,Network outage,No,Yes,4,Hardware failure,,Apr-25,Q2-2025
PRB0000433,17-03-2025 01:53,08-06-2025 01:53,Email/Collaboration,1 - Critical,2 - Department,Closed,DB Admins,Vikram Joshi,Hyderabad,Sales,Oracle DB,Email not working,Yes,Yes,17,Network fault,83,Mar-25,Q1-2025
PRB0000434,21-05-2025 04:12,,Security,1 - Critical,2 - Department,In Progress,DB Admins,Sneha Patil,Chennai,HR,Core Switch,Printer offline,No,Yes,6,Software defect,,May-25,Q2-2025
PRB0000435,01-10-2025 02:45,12-12-2025 02:45,Application,4 - Low,1 - Enterprise,Closed,L1 Support,Amit Desai,Chennai,Sales,ERP Server,Cannot login,No,Yes,18,Hardware failure,72,Oct-25,Q4-2025
PRB0000436,18-02-2025 18:21,,Hardware,1 - Critical,1 - Enterprise,In Progress,Security Ops,Anjali Singh,Mumbai,Sales,CRM Application,Database timeout,No,No,9,Vendor issue,,Feb-25,Q1-2025
PRB0000437,11-11-2025 20:34,22-12-2025 20:34,Security,1 - Critical,3 - Multiple Users,Closed,L2 Support,Amit Desai,Pune,Finance,Oracle DB,Slow performance,No,No,23,Vendor issue,41,Nov-25,Q4-2025
PRB0000438,06-01-2025 10:51,08-03-2025 10:51,Application,2 - High,4 - Individual,Resolved,DB Admins,Amit Desai,Bangalore,Legal,Oracle DB,Service unavailable,No,No,11,Configuration error,61,Jan-25,Q1-2025
PRB0000439,02-02-2025 19:08,24-04-2025 19:08,Database,1 - Critical,4 - Individual,Resolved,L2 Support,Anjali Singh,Hyderabad,Legal,CRM Application,System not responding,No,Yes,2,Software defect,81,Feb-25,Q1-2025
PRB0000440,12-01-2025 10:49,08-04-2025 10:49,Application,4 - Low,3 - Multiple Users,Resolved,Network Ops,Rohan Verma,Mumbai,Sales,Core Switch,Printer offline,No,Yes,6,Software defect,86,Jan-25,Q1-2025
PRB0000441,19-12-2025 02:15,23-12-2025 02:15,Email/Collaboration,3 - Medium,4 - Individual,Closed,App Support,Pooja Iyer,Pune,IT,CRM Application,Network outage,No,No,18,Hardware failure,4,Dec-25,Q4-2025
PRB0000442,23-04-2025 15:54,,Software,3 - Medium,1 - Enterprise,In Progress,Network Ops,Rohan Verma,Bangalore,Operations,Email Gateway,Database timeout,No,No,7,Hardware failure,,Apr-25,Q2-2025
PRB0000443,31-08-2025 21:48,04-10-2025 21:48,Security,1 - Critical,1 - Enterprise,Resolved,Security Ops,Pooja Iyer,Chennai,HR,Oracle DB,Service unavailable,Yes,No,16,Capacity issue,34,Aug-25,Q3-2025
PRB0000444,17-12-2025 03:20,,Network,2 - High,1 - Enterprise,Open,App Support,Anjali Singh,Kolkata,HR,Active Directory,Slow performance,No,No,25,Vendor issue,,Dec-25,Q4-2025
PRB0000445,27-07-2025 02:51,31-08-2025 02:51,Database,1 - Critical,3 - Multiple Users,Closed,L2 Support,Amit Desai,Chennai,HR,ERP Server,Cannot login,No,Yes,9,Network fault,35,Jul-25,Q3-2025
PRB0000446,28-01-2026 12:27,,Application,1 - Critical,4 - Individual,In Progress,App Support,Anjali Singh,Mumbai,Sales,VPN Gateway,Database timeout,Yes,Yes,6,Network fault,,Jan-26,Q1-2026
PRB0000447,24-03-2026 23:23,,Security,3 - Medium,1 - Enterprise,In Progress,Network Ops,Pooja Iyer,Kolkata,Sales,CRM Application,Database timeout,Yes,Yes,25,Network fault,,Mar-26,Q1-2026
PRB0000448,17-02-2026 18:19,03-05-2026 18:19,Database,2 - High,4 - Individual,Closed,DB Admins,Vikram Joshi,Pune,Operations,Email Gateway,VPN disconnecting,No,Yes,21,Human error,75,Feb-26,Q1-2026
PRB0000449,28-05-2026 10:51,,Software,4 - Low,3 - Multiple Users,Open,L1 Support,Sneha Patil,Kolkata,Procurement,CRM Application,Application error,Yes,No,7,Capacity issue,,May-26,Q2-2026
PRB0000450,03-04-2026 19:39,13-04-2026 19:39,Hardware,3 - Medium,4 - Individual,Resolved,Security Ops,Vikram Joshi,Kolkata,Finance,Core Switch,Network outage,No,Yes,2,Human error,10,Apr-26,Q2-2026
PRB0000451,20-02-2026 07:57,,Software,4 - Low,4 - Individual,Open,Security Ops,Anjali Singh,Mumbai,Sales,Firewall-01,Printer offline,No,No,2,Software defect,,Feb-26,Q1-2026
PRB0000452,12-02-2026 10:04,,Hardware,2 - High,1 - Enterprise,In Progress,Network Ops,Priya Menon,Kolkata,Sales,Email Gateway,Database timeout,No,Yes,24,Capacity issue,,Feb-26,Q1-2026
PRB0000453,10-01-2026 13:14,24-02-2026 13:14,Email/Collaboration,3 - Medium,1 - Enterprise,Resolved,DB Admins,Anjali Singh,Bangalore,IT,Core Switch,Printer offline,No,No,21,Hardware failure,45,Jan-26,Q1-2026
PRB0000454,22-03-2026 13:31,22-05-2026 13:31,Network,3 - Medium,4 - Individual,Closed,Infra Team,Rahul Sharma,Bangalore,Sales,VPN Gateway,Slow performance,Yes,No,10,Vendor issue,61,Mar-26,Q1-2026
PRB0000455,09-04-2026 17:39,19-04-2026 17:39,Security,4 - Low,2 - Department,Resolved,Infra Team,Deepak Nair,Mumbai,Sales,Load Balancer,Network outage,No,No,11,Configuration error,10,Apr-26,Q2-2026
PRB0000456,08-01-2026 11:53,04-04-2026 11:53,Software,4 - Low,2 - Department,Resolved,L2 Support,Rohan Verma,Kolkata,Sales,Load Balancer,System not responding,Yes,Yes,8,Capacity issue,86,Jan-26,Q1-2026
PRB0000457,28-05-2026 02:44,,Database,4 - Low,3 - Multiple Users,Open,L1 Support,Priya Menon,Chennai,Procurement,Oracle DB,System not responding,Yes,No,7,Network fault,,May-26,Q2-2026
PRB0000458,30-04-2026 07:28,,Software,2 - High,1 - Enterprise,In Progress,DB Admins,Amit Desai,Mumbai,Legal,Oracle DB,Database timeout,No,No,10,Network fault,,Apr-26,Q2-2026
PRB0000459,22-02-2026 21:49,,Software,1 - Critical,3 - Multiple Users,In Progress,Infra Team,Amit Desai,Mumbai,IT,Firewall-01,Email not working,No,Yes,7,Vendor issue,,Feb-26,Q1-2026
PRB0000460,01-06-2026 18:01,,Email/Collaboration,3 - Medium,1 - Enterprise,In Progress,L1 Support,Amit Desai,Chennai,Operations,CRM Application,Application error,No,Yes,22,Hardware failure,,Jun-26,Q2-2026
PRB0000461,04-02-2026 12:52,,Application,1 - Critical,1 - Enterprise,Open,DB Admins,Deepak Nair,Chennai,Marketing,Active Directory,Database timeout,No,No,22,Human error,,Feb-26,Q1-2026
PRB0000462,28-01-2026 06:34,,Security,2 - High,4 - Individual,In Progress,L1 Support,Rahul Sharma,Chennai,Procurement,ERP Server,System not responding,No,No,12,Human error,,Jan-26,Q1-2026
PRB0000463,14-05-2026 19:07,,Hardware,3 - Medium,2 - Department,In Progress,Infra Team,Sneha Patil,Delhi NCR,IT,Oracle DB,Slow performance,Yes,No,13,Network fault,,May-26,Q2-2026
PRB0000464,14-03-2026 18:35,05-05-2026 18:35,Hardware,1 - Critical,4 - Individual,Resolved,Infra Team,Amit Desai,Chennai,IT,ERP Server,Database timeout,No,No,11,Vendor issue,52,Mar-26,Q1-2026
PRB0000465,05-04-2026 17:19,,Database,2 - High,4 - Individual,Open,App Support,Anjali Singh,Kolkata,Finance,Oracle DB,Network outage,Yes,Yes,11,Configuration error,,Apr-26,Q2-2026
PRB0000466,18-03-2026 16:08,31-05-2026 16:08,Network,2 - High,2 - Department,Closed,L2 Support,Amit Desai,Bangalore,IT,Load Balancer,Email not working,No,No,14,Configuration error,74,Mar-26,Q1-2026
PRB0000467,05-06-2026 09:01,15-06-2026 09:01,Software,3 - Medium,3 - Multiple Users,Resolved,App Support,Pooja Iyer,Kolkata,Marketing,Email Gateway,Email not working,No,Yes,8,Hardware failure,10,Jun-26,Q2-2026
PRB0000468,07-02-2026 08:02,31-03-2026 08:02,Hardware,2 - High,3 - Multiple Users,Closed,App Support,Deepak Nair,Delhi NCR,Legal,Core Switch,VPN disconnecting,Yes,No,2,Human error,52,Feb-26,Q1-2026
PRB0000469,11-01-2026 11:12,,Application,3 - Medium,4 - Individual,Open,Security Ops,Vikram Joshi,Pune,Finance,Oracle DB,Service unavailable,Yes,No,20,Capacity issue,,Jan-26,Q1-2026
PRB0000470,10-03-2026 20:51,08-05-2026 20:51,Hardware,3 - Medium,4 - Individual,Resolved,Network Ops,Sneha Patil,Mumbai,Procurement,Oracle DB,Database timeout,Yes,Yes,16,Human error,59,Mar-26,Q1-2026
PRB0000471,17-03-2026 09:08,,Network,2 - High,2 - Department,Open,DB Admins,Deepak Nair,Pune,Finance,SAP Production,VPN disconnecting,Yes,Yes,24,Software defect,,Mar-26,Q1-2026
PRB0000472,11-03-2026 12:16,,Security,2 - High,1 - Enterprise,In Progress,L2 Support,Deepak Nair,Delhi NCR,Marketing,VPN Gateway,Service unavailable,Yes,Yes,8,Capacity issue,,Mar-26,Q1-2026
PRB0000473,16-02-2026 15:40,,Application,4 - Low,1 - Enterprise,In Progress,Network Ops,Deepak Nair,Kolkata,Legal,SAP Production,VPN disconnecting,No,Yes,20,Vendor issue,,Feb-26,Q1-2026
PRB0000474,12-03-2026 20:20,28-04-2026 20:20,Email/Collaboration,3 - Medium,2 - Department,Resolved,L2 Support,Priya Menon,Hyderabad,IT,Firewall-01,Cannot login,No,No,12,Software defect,47,Mar-26,Q1-2026
PRB0000475,15-05-2026 19:33,18-05-2026 19:33,Software,4 - Low,2 - Department,Closed,App Support,Anjali Singh,Chennai,HR,CRM Application,Application error,Yes,No,7,Configuration error,3,May-26,Q2-2026
PRB0000476,05-05-2026 17:09,,Software,3 - Medium,1 - Enterprise,In Progress,L1 Support,Rahul Sharma,Delhi NCR,HR,Active Directory,Network outage,No,Yes,14,Hardware failure,,May-26,Q2-2026
PRB0000477,15-03-2026 23:23,,Access Management,3 - Medium,1 - Enterprise,Open,App Support,Rohan Verma,Bangalore,HR,Load Balancer,Slow performance,No,Yes,19,Human error,,Mar-26,Q1-2026
PRB0000478,13-04-2026 10:28,,Software,4 - Low,3 - Multiple Users,In Progress,DB Admins,Vikram Joshi,Chennai,Procurement,CRM Application,Application error,Yes,Yes,20,Vendor issue,,Apr-26,Q2-2026
PRB0000479,04-02-2026 21:30,01-04-2026 21:30,Application,3 - Medium,2 - Department,Resolved,App Support,Kavya Reddy,Bangalore,Legal,CRM Application,VPN disconnecting,No,No,6,Vendor issue,56,Feb-26,Q1-2026
PRB0000480,07-03-2026 17:37,14-05-2026 17:37,Access Management,2 - High,1 - Enterprise,Closed,L2 Support,Pooja Iyer,Hyderabad,IT,CRM Application,VPN disconnecting,Yes,Yes,7,Human error,68,Mar-26,Q1-2026
PRB0000481,26-03-2026 10:52,22-05-2026 10:52,Network,4 - Low,3 - Multiple Users,Closed,DB Admins,Deepak Nair,Delhi NCR,Legal,Oracle DB,Cannot login,No,Yes,12,Vendor issue,57,Mar-26,Q1-2026
PRB0000482,25-02-2026 20:47,29-04-2026 20:47,Access Management,2 - High,1 - Enterprise,Closed,L2 Support,Amit Desai,Delhi NCR,Procurement,Firewall-01,Cannot login,No,No,20,Hardware failure,63,Feb-26,Q1-2026
PRB0000483,23-05-2026 13:11,24-05-2026 13:11,Network,3 - Medium,4 - Individual,Resolved,Infra Team,Anjali Singh,Delhi NCR,Procurement,Email Gateway,Email not working,No,Yes,6,Network fault,1,May-26,Q2-2026
PRB0000484,02-05-2026 06:34,,Software,2 - High,3 - Multiple Users,In Progress,Security Ops,Anjali Singh,Hyderabad,Procurement,Active Directory,Cannot login,Yes,No,8,Capacity issue,,May-26,Q2-2026
PRB0000485,21-01-2026 06:33,,Database,3 - Medium,3 - Multiple Users,Open,DB Admins,Priya Menon,Kolkata,HR,CRM Application,Service unavailable,No,No,25,Hardware failure,,Jan-26,Q1-2026
PRB0000486,14-01-2026 12:29,,Software,4 - Low,2 - Department,Open,Network Ops,Anjali Singh,Delhi NCR,HR,SAP Production,System not responding,No,Yes,13,Human error,,Jan-26,Q1-2026
PRB0000487,25-02-2026 13:46,26-04-2026 13:46,Email/Collaboration,2 - High,2 - Department,Closed,Security Ops,Anjali Singh,Bangalore,Procurement,Active Directory,Slow performance,Yes,No,16,Hardware failure,60,Feb-26,Q1-2026
PRB0000488,31-05-2026 23:11,08-06-2026 23:11,Email/Collaboration,4 - Low,1 - Enterprise,Closed,L1 Support,Amit Desai,Kolkata,Operations,Email Gateway,Email not working,No,Yes,9,Software defect,8,May-26,Q2-2026
PRB0000489,20-01-2026 23:54,,Application,1 - Critical,3 - Multiple Users,Open,Network Ops,Priya Menon,Bangalore,Marketing,VPN Gateway,Cannot login,No,Yes,25,Hardware failure,,Jan-26,Q1-2026
PRB0000490,19-04-2026 16:53,,Network,1 - Critical,3 - Multiple Users,Open,Infra Team,Priya Menon,Bangalore,Marketing,Oracle DB,Slow performance,No,No,1,Hardware failure,,Apr-26,Q2-2026
PRB0000491,09-03-2026 09:29,,Hardware,2 - High,2 - Department,In Progress,DB Admins,Pooja Iyer,Mumbai,Marketing,Email Gateway,Slow performance,No,No,5,Vendor issue,,Mar-26,Q1-2026
PRB0000492,25-05-2026 05:06,28-05-2026 05:06,Application,2 - High,3 - Multiple Users,Resolved,Infra Team,Pooja Iyer,Kolkata,Procurement,Load Balancer,Printer offline,Yes,No,5,Configuration error,3,May-26,Q2-2026
PRB0000493,26-03-2026 15:50,24-05-2026 15:50,Software,4 - Low,2 - Department,Resolved,Network Ops,Deepak Nair,Delhi NCR,Procurement,ERP Server,Database timeout,No,No,1,Capacity issue,59,Mar-26,Q1-2026
